Year,Date_Temp,Date,State,Region,Place,Name,Line Check,Latitude,Longitude
2020.0,9/7,9/7/2020,Kedah,KOTA SETAR,Jalan Teluk Wanjah,"Jalan Teluk Wanjah, KOTA SETAR, Kedah",1,,
2020.0,9/7,9/7/2020,Kedah,KOTA SETAR,Jalan Putra (Berhampiran Kedai Hardware Sengle),"Jalan Putra (Berhampiran Kedai Hardware Sengle), KOTA SETAR, Kedah",1,,
2020.0,9/7,9/7/2020,Kedah,KOTA SETAR,Jln Langgar / Kg Darat (bawah flyover berhampiran HOSPITAL SULTANAH BAHIYAH),"Jln Langgar / Kg Darat (bawah flyover berhampiran HOSPITAL SULTANAH BAHIYAH), KOTA SETAR, Kedah",1,,
2020.0,9/7,9/7/2020,Kedah,KOTA SETAR,"Taman Sireh, bukit pinang","Taman Sireh, bukit pinang, KOTA SETAR, Kedah",1,6.1964671,100.4303089
2020.0,7/7,7/7/2020,Kedah,BANDAR BAHARU,Kg 300 kaki,"Kg 300 kaki, BANDAR BAHARU, Kedah",1,,
2020.0,7/7,7/7/2020,Kedah,BANDAR BAHARU,Kg Tengah,"Kg Tengah, BANDAR BAHARU, Kedah",1,5.210897,100.6131888
2020.0,7/7,7/7/2020,Kedah,BANDAR BAHARU,Kg Paya Semambu,"Kg Paya Semambu, BANDAR BAHARU, Kedah",1,,
2020.0,7/7,7/7/2020,Kedah,BANDAR BAHARU,Kg Kilang Batu,"Kg Kilang Batu, BANDAR BAHARU, Kedah",1,5.19362675,100.62821769871077
2020.0,20/7,20/7/2020,Kedah,BALING,Kg.Ulu Tawar,"Kg.Ulu Tawar, BALING, Kedah",1,,
2020.0,20/7,20/7/2020,Kedah,BALING,Kg.Seputih,"Kg.Seputih, BALING, Kedah",1,,
2020.0,20/7,20/7/2020,Kedah,BALING,Kg.Air Kepal,"Kg.Air Kepal, BALING, Kedah",1,,
2020.0,21/7,21/7/2020,Kedah,BANDAR BAHARU,Taman Cahaya Nilam,"Taman Cahaya Nilam, BANDAR BAHARU, Kedah",1,5.1179803,100.52716390306458
2020.0,21/7,21/7/2020,Kedah,BANDAR BAHARU,Kuartes Parit Nibong (Pjbt JPS Parit Nibong),"Kuartes Parit Nibong (Pjbt JPS Parit Nibong), BANDAR BAHARU, Kedah",1,,
2020.0,21/7,21/7/2020,Kedah,BANDAR BAHARU,Taman Cahaya Kristal,"Taman Cahaya Kristal, BANDAR BAHARU, Kedah",1,5.11845525,100.5299684886038
2020.0,21/7,21/7/2020,Kedah,BANDAR BAHARU,Kg Tebok Mat Rashid,"Kg Tebok Mat Rashid, BANDAR BAHARU, Kedah",1,,
2020.0,21/7,21/7/2020,Kedah,BANDAR BAHARU,Kg Pasir Debu,"Kg Pasir Debu, BANDAR BAHARU, Kedah",1,,
2020.0,21/7,21/7/2020,Kedah,BANDAR BAHARU,Kg Bagan Samak,"Kg Bagan Samak, BANDAR BAHARU, Kedah",1,5.09085475,100.55876817982129
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Kemangi,"Kg. Kemangi, BALING, Kedah",1,5.5739764,100.9159922
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Padang Lengkuas,"Kg. Padang Lengkuas, BALING, Kedah",1,5.5617208,100.8984389
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Tiak,"Kg. Tiak, BALING, Kedah",1,5.5886441,100.8785903
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Padang Dan,"Kg. Padang Dan, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg.Charok Kangar,"Kg.Charok Kangar, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Teluk Petata,"Kg. Teluk Petata, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Teluk Merubi,"Kg. Teluk Merubi, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Jerai,"Kg. Jerai, BALING, Kedah",1,5.6030087,100.85385724512196
2020.0,24/7,24/7/2020,Kedah,BALING,Kg.Hangus,"Kg.Hangus, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Pisang,"Kg. Pisang, BALING, Kedah",1,5.6030087,100.85385724512196
2020.0,24/7,24/7/2020,Kedah,BALING,Kg.Tanjung,"Kg.Tanjung, BALING, Kedah",1,5.6030087,100.85385724512196
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Sadek Tengah,"Kg. Sadek Tengah, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Seberang Jaya Sadek,"Kg. Seberang Jaya Sadek, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Tanjung Merbau,"Kg. Tanjung Merbau, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Taman Mesra Fasa 2,"Taman Mesra Fasa 2, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg.Bukit Tinggi,"Kg.Bukit Tinggi, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Banggol Cicar,"Banggol Cicar, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg.Tanah Periuk,"Kg.Tanah Periuk, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg. Bukit Legong,"Kg. Bukit Legong, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Charok Rambai,"Charok Rambai, BALING, Kedah",1,5.6059148,100.8636546
2020.0,24/7,24/7/2020,Kedah,BALING,Kg.Ketemba Kememeh,"Kg.Ketemba Kememeh, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,"Kg. Jenalik, Bongor","Kg. Jenalik, Bongor, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg Pak Bong,"Kg Pak Bong, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg Pdg Setol,"Kg Pdg Setol, BALING, Kedah",1,,
2020.0,24/7,24/7/2020,Kedah,BALING,Kg Belakang Sekolah Cina Tawar,"Kg Belakang Sekolah Cina Tawar, BALING, Kedah",1,,
2020.0,25/7,25/7/2020,Kedah,BALING,Kg. Bukit Palong,"Kg. Bukit Palong, BALING, Kedah",1,5.7410919,100.9043063
2020.0,25/7,25/7/2020,Kedah,BALING,Kg. Teluk Temelah,"Kg. Teluk Temelah, BALING, Kedah",1,5.7483368,100.9118779
2020.0,25/7,25/7/2020,Kedah,BALING,Kg. Banggol Derom,"Kg. Banggol Derom, BALING, Kedah",1,,
2020.0,25/7,25/7/2020,Kedah,BALING,Kg. Lahar,"Kg. Lahar, BALING, Kedah",1,5.7155328,100.9094869
2020.0,25/7,25/7/2020,Kedah,BALING,Kg.Batu 48,"Kg.Batu 48, BALING, Kedah",1,5.5882775,100.7400262
2020.0,25/7,25/7/2020,Kedah,BALING,Kg. Bawah Gunung,"Kg. Bawah Gunung, BALING, Kedah",1,,
2020.0,25/7,25/7/2020,Kedah,BALING,Kg. Charok Sikin,"Kg. Charok Sikin, BALING, Kedah",1,,
2020.0,28/7,28/7/2020,Kedah,LANGKAWI,Kg. Kelibang,"Kg. Kelibang, LANGKAWI, Kedah",1,,
2020.0,28/7,28/7/2020,Kedah,LANGKAWI,Kg. Sg. Menghulu,"Kg. Sg. Menghulu, LANGKAWI, Kedah",1,6.3229817,99.815509
2020.0,28/7,28/7/2020,Kedah,BANDAR BAHARU,"Tmn. Muafakat, Rimbunan Kaseh","Tmn. Muafakat, Rimbunan Kaseh, BANDAR BAHARU, Kedah",1,,
2020.0,23/8,23/8/2020,Kedah,SIK,Kg. Landai,"Kg. Landai, SIK, Kedah",1,,
2020.0,23/8,23/8/2020,Kedah,SIK,Kg. Melaka,"Kg. Melaka, SIK, Kedah",1,,
2020.0,3/9,3/9/2020,Kedah,KOTA SETAR,Jalan Teluk Wanjah (berhampiran great eastern),"Jalan Teluk Wanjah (berhampiran great eastern), KOTA SETAR, Kedah",1,,
2020.0,3/9,3/9/2020,Kedah,KOTA SETAR,Lorong Merpati/Lorong Pahlawan / Taman Ambar,"Lorong Merpati/Lorong Pahlawan / Taman Ambar, KOTA SETAR, Kedah",1,,
2020.0,3/9,3/9/2020,Kedah,KOTA SETAR,Taman Datuk Kumbar,"Taman Datuk Kumbar, KOTA SETAR, Kedah",1,6.120876,100.3887507
2020.0,3/9,3/9/2020,Kedah,KOTA SETAR,Taman Nakishah,"Taman Nakishah, KOTA SETAR, Kedah",1,6.120884,100.3905398
2020.0,3/9,3/9/2020,Kedah,KOTA SETAR,Taman Malai,"Taman Malai, KOTA SETAR, Kedah",1,6.13382105,100.37424217851147
2020.0,3/9,3/9/2020,Kedah,KOTA SETAR,Taman Nuri,"Taman Nuri, KOTA SETAR, Kedah",1,6.1247736,100.3914772
2020.0,3/9,3/9/2020,Kedah,KOTA SETAR,Taman Cenderawasih,"Taman Cenderawasih, KOTA SETAR, Kedah",1,6.1241936,100.3922242
2020.0,4/9,4/9/2020,Kedah,BALING,Kg. Batu Lapan,"Kg. Batu Lapan, BALING, Kedah",1,,
2020.0,4/9,4/9/2020,Kedah,BALING,Kg. Sri Ketengga,"Kg. Sri Ketengga, BALING, Kedah",1,,
2020.0,4/9,4/9/2020,Kedah,BALING,Kg.Tanjung Pari,"Kg.Tanjung Pari, BALING, Kedah",1,5.8837889,100.8919815
2020.0,4/9,4/9/2020,Kedah,BALING,Kg. Bukit Sebelah,"Kg. Bukit Sebelah, BALING, Kedah",1,,
2020.0,4/9,4/9/2020,Kedah,BALING,Kg. Simpang 3 Sik,"Kg. Simpang 3 Sik, BALING, Kedah",1,,
2020.0,4/9,4/9/2020,Kedah,BALING,Kg. Batu 60,"Kg. Batu 60, BALING, Kedah",1,5.5882775,100.7400262
2020.0,4/9,4/9/2020,Kedah,BALING,Kg. Weng,"Kg. Weng, BALING, Kedah",1,5.8180911,100.8821279
2020.0,4/9,4/9/2020,Kedah,BALING,Kg. Kepala Titi/Kg.baru,"Kg. Kepala Titi/Kg.baru, BALING, Kedah",1,,
2020.0,4/9,4/9/2020,Kedah,BALING,Kg.Depan Sekolah,"Kg.Depan Sekolah, BALING, Kedah",1,,
2020.0,7/9,7/9/2020,Kedah,KULIM,"Kg Paya, Mahang","Kg Paya, Mahang, KULIM, Kedah",1,,
2020.0,8/9,8/9/2020,Kedah,BALING,"Kg. Batu 7, Jln Kroh","Kg. Batu 7, Jln Kroh, BALING, Kedah",1,,
2020.0,8/9,8/9/2020,Kedah,BALING,"Kg. Kaki Bukit, Batu 7","Kg. Kaki Bukit, Batu 7, BALING, Kedah",1,,
2020.0,8/9,8/9/2020,Kedah,BALING,"Kg.Teluk Sanau, Batu 7","Kg.Teluk Sanau, Batu 7, BALING, Kedah",1,,
2020.0,8/9,8/9/2020,Kedah,BALING,Kg. Kg. Bendang Sera,"Kg. Kg. Bendang Sera, BALING, Kedah",1,,
2020.0,8/9,8/9/2020,Kedah,BALING,Kg. Teluk Sg. Limau,"Kg. Teluk Sg. Limau, BALING, Kedah",1,,
2020.0,8/9,8/9/2020,Kedah,BALING,"Kg. Banggol Setang, Sg. Limau","Kg. Banggol Setang, Sg. Limau, BALING, Kedah",1,,
2020.0,9/9,9/9/2020,Kedah,SIK,"Kg Bukit Hangus, Jeneri","Kg Bukit Hangus, Jeneri, SIK, Kedah",1,,
2020.0,10/9,10/9/2020,Kedah,BANDAR BAHARU,Kg. Padang,"Kg. Padang, BANDAR BAHARU, Kedah",1,5.2102612,100.6138293
2020.0,10/9,10/9/2020,Kedah,BANDAR BAHARU,Kg Balai Lama,"Kg Balai Lama, BANDAR BAHARU, Kedah",1,,
2020.0,10/9,10/9/2020,Kedah,KUALA MUDA,Tmn. Keranji,"Tmn. Keranji, KUALA MUDA, Kedah",1,,
2020.0,10/9,10/9/2020,Kedah,YAN,Pekan Guar Chempedak,"Pekan Guar Chempedak, YAN, Kedah",1,5.8573259,100.4547156
2020.0,10/9,10/9/2020,Kedah,YAN,Kg Permatang Buluh,"Kg Permatang Buluh, YAN, Kedah",1,5.9593664,100.3633351
2020.0,10/9,10/9/2020,Kedah,YAN,Bukit Besar Mukim Sala,"Bukit Besar Mukim Sala, YAN, Kedah",1,,
2020.0,10/9,10/9/2020,Kedah,POKOK SENA,"Kampung Apil, Mukim Gajah Mati","Kampung Apil, Mukim Gajah Mati, POKOK SENA, Kedah",1,,
2020.0,10/9,10/9/2020,Kedah,YAN,"Kg Alor Nibung, Mukim Sala","Kg Alor Nibung, Mukim Sala, YAN, Kedah",1,,
2020.0,10/9,10/9/2020,Kedah,POKOK SENA,"Kampung Bukit Payung, Mukim Bukit Lada","Kampung Bukit Payung, Mukim Bukit Lada, POKOK SENA, Kedah",1,,
2020.0,11/9,11/9/2020,Kedah,LANGKAWI,Kampung Kubang Badak ( Kantin Maahad Tahfiz Annabawi Langkawi),"Kampung Kubang Badak ( Kantin Maahad Tahfiz Annabawi Langkawi), LANGKAWI, Kedah",1,,
2020.0,10/9,10/9/2020,Kedah,KUBANG PASU,"Jalan ke Kilang DXN dari Simpang 4 Lahar, Mukim Malau","Jalan ke Kilang DXN dari Simpang 4 Lahar, Mukim Malau, KUBANG PASU, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,PENDANG,Lorong KP Ceria 7 Kubur Panjang,"Lorong KP Ceria 7 Kubur Panjang, PENDANG, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,KOTA SETAR,Kg. Alor Senjaya Mukim Anak Bukit,"Kg. Alor Senjaya Mukim Anak Bukit, KOTA SETAR, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,KOTA SETAR,Kg. Alor Melintang (Pulau Kerengga) Mukim Sungai Baharu,"Kg. Alor Melintang (Pulau Kerengga) Mukim Sungai Baharu, KOTA SETAR, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,KOTA SETAR,Kg. Alor Gunung Mukim Gunung,"Kg. Alor Gunung Mukim Gunung, KOTA SETAR, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,KULIM,Kg Baru Sg Kob,"Kg Baru Sg Kob, KULIM, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,KULIM,Kg Pdg Limau,"Kg Pdg Limau, KULIM, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,KULIM,Perumahan Awam Karangan,"Perumahan Awam Karangan, KULIM, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,KULIM,Kg Banggol Penyengat,"Kg Banggol Penyengat, KULIM, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,KULIM,Kg Padang Janggus,"Kg Padang Janggus, KULIM, Kedah",1,5.2949297,100.5349717
2020.0,12/9,12/9/2020,Kedah,KULIM,Kg Kemunting Baru – Air lintas jalan kampung,"Kg Kemunting Baru – Air lintas jalan kampung, KULIM, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,KULIM,Jalan JKR 169 (Kulim-Mahang) – Air lintas jalan,"Jalan JKR 169 (Kulim-Mahang) – Air lintas jalan, KULIM, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,BANDAR BAHARU,Kg 300 kaki,"Kg 300 kaki, BANDAR BAHARU, Kedah",1,,
2020.0,12/9,12/9/2020,Kedah,BANDAR BAHARU,Kg Tengah,"Kg Tengah, BANDAR BAHARU, Kedah",1,5.210897,100.6131888
2020.0,12/9,12/9/2020,Kedah,BANDAR BAHARU,Kg Paya Semambu,"Kg Paya Semambu, BANDAR BAHARU, Kedah",1,,
2020.0,15/9,15/9/2020,Kedah,KUBANG PASU,Pejabat JPS Daerah Kubang Pasu/Padang Terap,"Pejabat JPS Daerah Kubang Pasu/Padang Terap, KUBANG PASU, Kedah",1,,
2020.0,15/9,15/9/2020,Kedah,KUBANG PASU,"Kg. Gelam / Tmn Suria, Jitra","Kg. Gelam / Tmn Suria, Jitra, KUBANG PASU, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,BALING,Kg. Teluk Petata,"Kg. Teluk Petata, BALING, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,BALING,Kg. Teluk Merubi,"Kg. Teluk Merubi, BALING, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,BALING,Kg.Charok Kangar,"Kg.Charok Kangar, BALING, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,BALING,Kg. Bukit Iboi,"Kg. Bukit Iboi, BALING, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,BALING,Kg. Tanjung,"Kg. Tanjung, BALING, Kedah",1,5.6030087,100.85385724512196
2020.0,20/9,20/9/2020,Kedah,BALING,Kg. Seberang Jaya/Kg Sadek,"Kg. Seberang Jaya/Kg Sadek, BALING, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,BALING,Kg. Bukit Legong,"Kg. Bukit Legong, BALING, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,BALING,Kg. Bukit Tinggi,"Kg. Bukit Tinggi, BALING, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,PENDANG,Lorong KP Ceria 7 Kubur Panjang,"Lorong KP Ceria 7 Kubur Panjang, PENDANG, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,PENDANG,Kg. Banggol Kambing,"Kg. Banggol Kambing, PENDANG, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,PENDANG,Kg. Seberang Pendang,"Kg. Seberang Pendang, PENDANG, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,PENDANG,Kg. Pondok Hj. Hussin,"Kg. Pondok Hj. Hussin, PENDANG, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,PENDANG,Kg. Hampar Kanan,"Kg. Hampar Kanan, PENDANG, Kedah",1,5.9825159,100.4886322
2020.0,20/9,20/9/2020,Kedah,PENDANG,Kg. Sukamari,"Kg. Sukamari, PENDANG, Kedah",1,5.9889337,100.4823781
2020.0,20/9,20/9/2020,Kedah,PENDANG,Kg. Banggol Besi,"Kg. Banggol Besi, PENDANG, Kedah",1,,
2020.0,20/9,20/9/2020,Kedah,PENDANG,Kg. Tanah Merah Dalam,"Kg. Tanah Merah Dalam, PENDANG, Kedah",1,,
2020.0,25/9,25/9/2020,Kedah,BALING,"Kg. Pajak Hj.Yunus, Mk.Pulai","Kg. Pajak Hj.Yunus, Mk.Pulai, BALING, Kedah",1,,
2020.0,25/9,25/9/2020,Kedah,BALING,"Kg.Seputih, Mk.Bakai","Kg.Seputih, Mk.Bakai, BALING, Kedah",1,,
2020.0,7/10,7/10/2020,Kedah,KULIM,Kg Baru Sg Kob,"Kg Baru Sg Kob, KULIM, Kedah",1,,
2020.0,11/10,11/10/2020,Kedah,PENDANG,Kg. Banggol Kambing,"Kg. Banggol Kambing, PENDANG, Kedah",1,,
2020.0,11/10,11/10/2020,Kedah,PENDANG,Kg. Seberang Pendang,"Kg. Seberang Pendang, PENDANG, Kedah",1,,
2020.0,11/10,11/10/2020,Kedah,PENDANG,Kg. Pondok Hj. Hussin,"Kg. Pondok Hj. Hussin, PENDANG, Kedah",1,,
2020.0,11/10,11/10/2020,Kedah,PENDANG,Kg. Hampar Kanan,"Kg. Hampar Kanan, PENDANG, Kedah",1,5.9825159,100.4886322
2020.0,13/10,13/10/2020,Kedah,KUBANG PASU,AH2 JALAN JITRA – CHANGLUN berhampiran Kampung Jenalik dan Taman Jelutong.,"AH2 JALAN JITRA – CHANGLUN berhampiran Kampung Jenalik dan Taman Jelutong., KUBANG PASU, Kedah",1,,
2020.0,13/10,13/10/2020,Kedah,LANGKAWI,Kg. Sg Menghulu,"Kg. Sg Menghulu, LANGKAWI, Kedah",1,6.3229817,99.815509
2020.0,13/10,13/10/2020,Kedah,LANGKAWI,Kg. Kelibang,"Kg. Kelibang, LANGKAWI, Kedah",1,,
2020.0,13/10,13/10/2020,Kedah,LANGKAWI,Taman Langkawi,"Taman Langkawi, LANGKAWI, Kedah",1,6.3804287,99.8694735
2020.0,13/10,13/10/2020,Kedah,LANGKAWI,Tok Senik/Taman Harmoni,"Tok Senik/Taman Harmoni, LANGKAWI, Kedah",1,,
2020.0,13/10,13/10/2020,Kedah,LANGKAWI,Kg. Buluh Penyumpit,"Kg. Buluh Penyumpit, LANGKAWI, Kedah",1,,
2020.0,13/10,13/10/2020,Kedah,LANGKAWI,Kg. Nyior Chabang,"Kg. Nyior Chabang, LANGKAWI, Kedah",1,,
2020.0,13/10,13/10/2020,Kedah,LANGKAWI,Kg. Cheruk Tok La/Taman Langkawi,"Kg. Cheruk Tok La/Taman Langkawi, LANGKAWI, Kedah",1,,
2020.0,13/10,13/10/2020,Kedah,LANGKAWI,Kg Belakang Pasar Awam Padang Matsirat,"Kg Belakang Pasar Awam Padang Matsirat, LANGKAWI, Kedah",1,,
2020.0,14/10,14/10/2020,Kedah,KUBANG PASU,"Kg. Nang Mah, Changlun","Kg. Nang Mah, Changlun, KUBANG PASU, Kedah",1,,
2020.0,14/10,14/10/2020,Kedah,KUBANG PASU,"Kg. Kubang Kayu, Changlun","Kg. Kubang Kayu, Changlun, KUBANG PASU, Kedah",1,,
2020.0,14/10,14/10/2020,Kedah,KUBANG PASU,Kg. Sebelah Stesen Bas Changlun,"Kg. Sebelah Stesen Bas Changlun, KUBANG PASU, Kedah",1,,
2020.0,14/10,14/10/2020,Kedah,KOTA SETAR,Kg. Alor Senjaya mukim Anak Bukit,"Kg. Alor Senjaya mukim Anak Bukit, KOTA SETAR, Kedah",1,,
2020.0,14/10,14/10/2020,Kedah,KOTA SETAR,Kg. Alor Melintang (pulau kerengga) mukim Sungai Baharu,"Kg. Alor Melintang (pulau kerengga) mukim Sungai Baharu, KOTA SETAR, Kedah",1,,
2020.0,14/10,14/10/2020,Kedah,KOTA SETAR,Kg.Alor Gunung mukim Gunung,"Kg.Alor Gunung mukim Gunung, KOTA SETAR, Kedah",1,,
2020.0,15/10,15/10/2020,Kedah,KUBANG PASU,Kg. Paya Tok Teh,"Kg. Paya Tok Teh, KUBANG PASU, Kedah",1,,
2020.0,15/10,15/10/2020,Kedah,KUBANG PASU,Kg. Lahar (Paya Tok Kiong),"Kg. Lahar (Paya Tok Kiong), KUBANG PASU, Kedah",1,,
2020.0,3/11,3/11/2020,Kedah,POKOK SENA,Kg. Kolon / Jalan Raya,"Kg. Kolon / Jalan Raya, POKOK SENA, Kedah",1,,
2020.0,7/11,7/11/2020,Kedah,LANGKAWI,Kg. Bayas,"Kg. Bayas, LANGKAWI, Kedah",1,,
2020.0,7/11,7/11/2020,Kedah,LANGKAWI,Kg. Chandek Kura,"Kg. Chandek Kura, LANGKAWI, Kedah",1,6.3293949,99.7439358
2020.0,11/11,11/11/2020,Kedah,KUALA MUDA,Tmn. Keranji,"Tmn. Keranji, KUALA MUDA, Kedah",1,,
2020.0,11/11,11/11/2020,Kedah,KUALA MUDA,Kg Bukit Belah,"Kg Bukit Belah, KUALA MUDA, Kedah",1,,
2020.0,11/11,11/11/2020,Kedah,KUALA MUDA,Kg Watt Siam,"Kg Watt Siam, KUALA MUDA, Kedah",1,,
2020.0,13/11,13/11/2020,Kedah,PENDANG,"Kg. Perupok, Mukim Rambai","Kg. Perupok, Mukim Rambai, PENDANG, Kedah",1,,
2020.0,13/11,13/11/2020,Kedah,PENDANG,"Kg. Petani, Mukim Rambai","Kg. Petani, Mukim Rambai, PENDANG, Kedah",1,,
2020.0,13/11,13/11/2020,Kedah,PENDANG,"Kg. Banggol, Mukim Rambai","Kg. Banggol, Mukim Rambai, PENDANG, Kedah",1,,
2020.0,15/11,15/11/2020,Kedah,BALING,Kg. Belakang Banglo Tawar,"Kg. Belakang Banglo Tawar, BALING, Kedah",1,,
2020.0,15/11,15/11/2020,Kedah,BALING,Kg. Binjul Luar,"Kg. Binjul Luar, BALING, Kedah",1,,
2020.0,19/11,19/11/2020,Kedah,BANDAR BAHARU,Kg 300 kaki,"Kg 300 kaki, BANDAR BAHARU, Kedah",1,,
2020.0,19/11,19/11/2020,Kedah,BANDAR BAHARU,Kg Tengah,"Kg Tengah, BANDAR BAHARU, Kedah",1,5.210897,100.6131888
2020.0,19/11,19/11/2020,Kedah,BANDAR BAHARU,Kg Paya Semambu,"Kg Paya Semambu, BANDAR BAHARU, Kedah",1,,
2020.0,21/11,21/11/2020,Kedah,KOTA SETAR,Tmn Sri Tmn II (Jln Sultanah),"Tmn Sri Tmn II (Jln Sultanah), KOTA SETAR, Kedah",1,,
2020.0,21/11,21/11/2020,Kedah,KUBANG PASU,Pekan Changlun,"Pekan Changlun, KUBANG PASU, Kedah",1,6.4337444,100.430078
2020.0,21/11,21/11/2020,Kedah,KUBANG PASU,Kampung Belukar,"Kampung Belukar, KUBANG PASU, Kedah",1,6.2908514,100.3541046
2020.0,21/11,21/11/2020,Kedah,KUBANG PASU,Kampung Bendang Cherok,"Kampung Bendang Cherok, KUBANG PASU, Kedah",1,,
2020.0,21/11,21/11/2020,Kedah,KUBANG PASU,"Taman Bahagia, Pekan Kodiang","Taman Bahagia, Pekan Kodiang, KUBANG PASU, Kedah",1,,
2020.0,21/11,21/11/2020,Kedah,KUBANG PASU,"Jalan 176, Jitra-Kodiang","Jalan 176, Jitra-Kodiang, KUBANG PASU, Kedah",1,,
2020.0,21/11,21/11/2020,Kedah,KUBANG PASU,Kampung Bendahara,"Kampung Bendahara, KUBANG PASU, Kedah",1,6.3964593,100.325807
2020.0,21/11,21/11/2020,Kedah,KUBANG PASU,Kampung Hutan Palas,"Kampung Hutan Palas, KUBANG PASU, Kedah",1,,
2020.0,21/11,21/11/2020,Kedah,PADANG TERAP,Kampung Pokok Machang,"Kampung Pokok Machang, PADANG TERAP, Kedah",1,,
2020.0,22/11,22/11/2020,Kedah,KULIM,Jalan Kulim - Mahang,"Jalan Kulim - Mahang, KULIM, Kedah",1,5.3369521,100.7411486
2020.0,22/11,22/11/2020,Kedah,BALING,"Kg.Padang Besar, Teloi Kanan","Kg.Padang Besar, Teloi Kanan, BALING, Kedah",1,,
2020.0,22/11,22/11/2020,Kedah,BALING,"Kg. Seputih, Bakai","Kg. Seputih, Bakai, BALING, Kedah",1,,
2020.0,22/11,22/11/2020,Kedah,BALING,"Kg. Ulu Tawar, Bakai","Kg. Ulu Tawar, Bakai, BALING, Kedah",1,,
2020.0,23/11,23/11/2020,Kedah,KOTA SETAR,"Kg Alor Gunung, Mukim Gunung","Kg Alor Gunung, Mukim Gunung, KOTA SETAR, Kedah",1,,
2020.0,23/11,23/11/2020,Kedah,KUBANG PASU,Kampung Mak Pap,"Kampung Mak Pap, KUBANG PASU, Kedah",1,,
2020.0,23/11,23/11/2020,Kedah,KUBANG PASU,Kampung Paya Tok Teh,"Kampung Paya Tok Teh, KUBANG PASU, Kedah",1,,
2020.0,23/11,23/11/2020,Kedah,KUBANG PASU,Kampung Paya Tok Kiong,"Kampung Paya Tok Kiong, KUBANG PASU, Kedah",1,,
2020.0,23/11,23/11/2020,Kedah,KUBANG PASU,Kampung Lahar,"Kampung Lahar, KUBANG PASU, Kedah",1,6.2965571,100.4429875
2020.0,23/11,23/11/2020,Kedah,KUBANG PASU,Kota Giam,"Kota Giam, KUBANG PASU, Kedah",1,6.2721566,100.4312503
2020.0,24/11,24/11/2020,Kedah,PENDANG,Kg. Sukamari,"Kg. Sukamari, PENDANG, Kedah",1,5.9889337,100.4823781
2020.0,24/11,24/11/2020,Kedah,PENDANG,Kg Seberang Pendang,"Kg Seberang Pendang, PENDANG, Kedah",1,,
2020.0,28/11,28/11/2020,Kedah,KUALA MUDA,Taman Ria Jaya (Bawah jejantas PLUS),"Taman Ria Jaya (Bawah jejantas PLUS), KUALA MUDA, Kedah",1,,
