Year,Date_Temp,Date,State,Region,Place,Name,Line Check,Latitude,Longitude
2016.0,27/2,27/2/2016,Sarawak,Kuching,Jalan Belian,"Jalan Belian, Kuching, Sarawak",1,1.5639504,110.3901462
2016.0,27/2,27/2/2016,Sarawak,Kuching,SESCO Round About,"SESCO Round About, Kuching, Sarawak",1,,
2016.0,27/2,27/2/2016,Sarawak,Kuching,Jalan Padungan,"Jalan Padungan, Kuching, Sarawak",1,,
2016.0,27/2,27/2/2016,Sarawak,Kuching,Jalan Ban Hock,"Jalan Ban Hock, Kuching, Sarawak",1,1.5530314,110.3540484
2016.0,27/2,27/2/2016,Sarawak,Kuching,Jalan Bintawa,"Jalan Bintawa, Kuching, Sarawak",1,1.5675633,110.3814852
2016.0,27/2,27/2/2016,Sarawak,Kuching,Jalan Gertak,"Jalan Gertak, Kuching, Sarawak",1,,
2016.0,27/2,27/2/2016,Sarawak,Kuching,Jalan MacDougal-Padang Merdeka,"Jalan MacDougal-Padang Merdeka, Kuching, Sarawak",1,,
2016.0,27/2,27/2/2016,Sarawak,Kuching,"Kampung Tupong, Petra Jaya","Kampung Tupong, Petra Jaya, Kuching, Sarawak",1,,
2016.0,27/2,27/2/2016,Sarawak,Kuching,Jalan Demak,"Jalan Demak, Kuching, Sarawak",1,1.5737171,110.3637903
2016.0,27/2,27/2/2016,Sarawak,Kuching,"RPR Fasa II, Kampung Tungku, Petra Jaya","RPR Fasa II, Kampung Tungku, Petra Jaya, Kuching, Sarawak",1,,
2016.0,27/2,27/2/2016,Sarawak,Kuching,Kampung Kudei,"Kampung Kudei, Kuching, Sarawak",1,1.5509053,110.3190193
2016.0,8/2,8/2/2016,Sarawak,Samarahan,Kampung Endap,"Kampung Endap, Samarahan, Sarawak",1,,
2016.0,8/2,8/2/2016,Sarawak,Samarahan,"Batu 15, Jalan Kuching Serian","Batu 15, Jalan Kuching Serian, Samarahan, Sarawak",1,,
2016.0,21/2,21/2/2016,Sarawak,Samarahan,Kampung Endap,"Kampung Endap, Samarahan, Sarawak",1,,
2016.0,21/2,21/2/2016,Sarawak,Samarahan,Kampung Nangka,"Kampung Nangka, Samarahan, Sarawak",1,,
2016.0,21/2,21/2/2016,Sarawak,Samarahan,Kampung Pinang,"Kampung Pinang, Samarahan, Sarawak",1,1.4205908,110.4497034
2016.0,21/2,21/2/2016,Sarawak,Samarahan,Kampung Pangkalan Kuap,"Kampung Pangkalan Kuap, Samarahan, Sarawak",1,,
2016.0,21/2,21/2/2016,Sarawak,Samarahan,Kamung Tanah Puteh,"Kamung Tanah Puteh, Samarahan, Sarawak",1,,
2016.0,21/2,21/2/2016,Sarawak,Samarahan,Kamping Entingan,"Kamping Entingan, Samarahan, Sarawak",1,,
2016.0,27/2,27/2/2016,Sarawak,Samarahan,Taman Samarindah Lorong 28,"Taman Samarindah Lorong 28, Samarahan, Sarawak",1,,
2016.0,27/2,27/2/2016,Sarawak,Samarahan,Kampung Rembus,"Kampung Rembus, Samarahan, Sarawak",1,1.4889975,110.4868139
2016.0,27/2,27/2/2016,Sarawak,Samarahan,SK Muara Tuang,"SK Muara Tuang, Samarahan, Sarawak",1,1.4588195,110.49847830703877
2016.0,27/2,27/2/2016,Sarawak,Samarahan,Tunung Bundong Fasa II,"Tunung Bundong Fasa II, Samarahan, Sarawak",1,,
2016.0,27/2,27/2/2016,Sarawak,Samarahan,Kampung Baru,"Kampung Baru, Samarahan, Sarawak",1,1.4912261,110.5048223
2016.0,17/10,17/10/2016,Sarawak,Samarahan,"Kampung Tebelu, Sebuyau","Kampung Tebelu, Sebuyau, Samarahan, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Samarahan,"Kampung Baru, Sebuyau","Kampung Baru, Sebuyau, Samarahan, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Samarahan,Pekan Sebuyau,"Pekan Sebuyau, Samarahan, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Samarahan,"Pusat Giat Mara, Sebuyau","Pusat Giat Mara, Sebuyau, Samarahan, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Samarahan,"Kampung Manek, Sebuyau","Kampung Manek, Sebuyau, Samarahan, Sarawak",1,,
2016.0,18/10,18/10/2016,Sarawak,Samarahan,Kampung Tembirat,"Kampung Tembirat, Samarahan, Sarawak",1,,
2016.0,9/3,9/3/2016,Sarawak,Sri Aman,Rh. Faisal,"Rh. Faisal, Sri Aman, Sarawak",1,,
2016.0,9/3,9/3/2016,Sarawak,Sri Aman,Kampung Selepong,"Kampung Selepong, Sri Aman, Sarawak",1,1.06713,111.3535667
2016.0,20/2,20/2/2016,Sarawak,Lubok Antu,SK. Nanga Tibu,"SK. Nanga Tibu, Lubok Antu, Sarawak",1,,
2016.0,20/2,20/2/2016,Sarawak,Lubok Antu,SK. Ulu Engkari,"SK. Ulu Engkari, Lubok Antu, Sarawak",1,,
2016.0,9/3,9/3/2016,Sarawak,Sri Aman,"Rumah Gading, Ran Ulu","Rumah Gading, Ran Ulu, Sri Aman, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Sri Aman,Bandar Sri Aman,"Bandar Sri Aman, Sri Aman, Sarawak",1,1.2376156,111.462148
2016.0,17/10,17/10/2016,Sarawak,Sri Aman,Jalan Kapitan,"Jalan Kapitan, Sri Aman, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Sri Aman,Jalan Main Bazaar,"Jalan Main Bazaar, Sri Aman, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Sri Aman,Rh. Sambau,"Rh. Sambau, Sri Aman, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Sri Aman,Skim JPS Sh. Entulang,"Skim JPS Sh. Entulang, Sri Aman, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Kabong,Pekan Kabong,"Pekan Kabong, Kabong, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Kabong,Kpg. Tengah Kabong,"Kpg. Tengah Kabong, Kabong, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Pusa,Kpg. Pusa,"Kpg. Pusa, Pusa, Sarawak",1,,
2016.0,10/11,10/11/2016,Sarawak,Betong,Kpg. Baru Betong,"Kpg. Baru Betong, Betong, Sarawak",1,,
2016.0,10/11,10/11/2016,Sarawak,Betong,Jalan Semumok,"Jalan Semumok, Betong, Sarawak",1,,
2016.0,21/1,21/1/2016,Sarawak,Sarikei,Jalan Bangunan Kerajaan,"Jalan Bangunan Kerajaan, Sarikei, Sarawak",1,2.1197281,111.5221889
2016.0,21/1,21/1/2016,Sarawak,Sarikei,Jalan Jelutong Barat,"Jalan Jelutong Barat, Sarikei, Sarawak",1,2.1195991,111.5282271
2016.0,21/1,21/1/2016,Sarawak,Sarikei,Jalan Repok,"Jalan Repok, Sarikei, Sarawak",1,2.1078843,111.5232087
2016.0,8/3,8/3/2016,Sarawak,Julau,"Kpg. Rambutan, Pakan","Kpg. Rambutan, Pakan, Julau, Sarawak",1,,
2016.0,8/3,8/3/2016,Sarawak,Julau,"Rumah Rehat, Pakan","Rumah Rehat, Pakan, Julau, Sarawak",1,,
2016.0,8/3,8/3/2016,Sarawak,Julau,"Pasar Lama, Pakan","Pasar Lama, Pakan, Julau, Sarawak",1,,
2016.0,15/3,15/3/2016,Sarawak,Sarikei,Jalan Bangunan Kerajaan,"Jalan Bangunan Kerajaan, Sarikei, Sarawak",1,2.1197281,111.5221889
2016.0,15/3,15/3/2016,Sarawak,Sarikei,Jalan Jelutong Barat,"Jalan Jelutong Barat, Sarikei, Sarawak",1,2.1195991,111.5282271
2016.0,14/3,14/3/2016,Sarawak,Selangau,Sk. Nanga Selangau,"Sk. Nanga Selangau, Selangau, Sarawak",1,,
2016.0,14/3,14/3/2016,Sarawak,Selangau,Sk. Sg. Pakoh,"Sk. Sg. Pakoh, Selangau, Sarawak",1,,
2016.0,14/3,14/3/2016,Sarawak,Selangau,SK. Sg. Matthew,"SK. Sg. Matthew, Selangau, Sarawak",1,,
2016.0,14/3,14/3/2016,Sarawak,Selangau,SK. Iban Union,"SK. Iban Union, Selangau, Sarawak",1,,
2016.0,14/3,14/3/2016,Sarawak,Selangau,SK. Nanga Kua,"SK. Nanga Kua, Selangau, Sarawak",1,,
2016.0,14/3,14/3/2016,Sarawak,Selangau,SK. Sg. Buluh,"SK. Sg. Buluh, Selangau, Sarawak",1,,
2016.0,14/3,14/3/2016,Sarawak,Selangau,SK. Sg. Anak,"SK. Sg. Anak, Selangau, Sarawak",1,,
2016.0,15/3,15/3/2016,Sarawak,Kapit,Punah Bah,"Punah Bah, Kapit, Sarawak",1,,
2016.0,4/5,4/5/2016,Sarawak,Sibu,Jalan Geronggang,"Jalan Geronggang, Sibu, Sarawak",1,2.2992426,111.8328528
2016.0,4/5,4/5/2016,Sarawak,Sibu,Jalan Hua Kiew,"Jalan Hua Kiew, Sibu, Sarawak",1,2.2961833,111.8333566
2016.0,4/5,4/5/2016,Sarawak,Sibu,Jalan Merlin,"Jalan Merlin, Sibu, Sarawak",1,,
2016.0,4/5,4/5/2016,Sarawak,Sibu,Jalan Brooke Drive,"Jalan Brooke Drive, Sibu, Sarawak",1,,
2016.0,4/5,4/5/2016,Sarawak,Sibu,Jalan Nyabor,"Jalan Nyabor, Sibu, Sarawak",1,2.2919603,111.82606
2016.0,4/5,4/5/2016,Sarawak,Sibu,Jalan Central,"Jalan Central, Sibu, Sarawak",1,2.28935,111.8285539
2016.0,4/5,4/5/2016,Sarawak,Sibu,SMK Methodist,"SMK Methodist, Sibu, Sarawak",1,2.29535645,111.82648154232854
2016.0,4/5,4/5/2016,Sarawak,Sibu,Jalan Keranji,"Jalan Keranji, Sibu, Sarawak",1,2.2942107,111.8279168
2016.0,4/5,4/5/2016,Sarawak,Sibu,Kpg. Data,"Kpg. Data, Sibu, Sarawak",1,,
2016.0,4/5,4/5/2016,Sarawak,Sibu,SMK Tung Hua,"SMK Tung Hua, Sibu, Sarawak",1,,
2016.0,4/5,4/5/2016,Sarawak,Sibu,Jalan Merdeka,"Jalan Merdeka, Sibu, Sarawak",1,2.3039594,111.8327257
2016.0,4/5,4/5/2016,Sarawak,Sibu,Jalan Melor,"Jalan Melor, Sibu, Sarawak",1,2.3119984,111.8307902
2016.0,4/5,4/5/2016,Sarawak,Sibu,Jalan Langsat,"Jalan Langsat, Sibu, Sarawak",1,2.2935181,111.8374043
2016.0,4/5,4/5/2016,Sarawak,Sibu,Jalan Oya Lama,"Jalan Oya Lama, Sibu, Sarawak",1,2.3023234,111.8806926
2016.0,30/11,30/11/2016,Sarawak,Sibu,Taman Desa Kemuyang,"Taman Desa Kemuyang, Sibu, Sarawak",1,,
2016.0,30/11,30/11/2016,Sarawak,Sibu,Kampung Bahagia Jaya Teku,"Kampung Bahagia Jaya Teku, Sibu, Sarawak",1,,
2016.0,30/11,30/11/2016,Sarawak,Sibu,Kampung Jeriah,"Kampung Jeriah, Sibu, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Tanjung Manis,Kampung Jerijih,"Kampung Jerijih, Tanjung Manis, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Tanjung Manis,Kampung Belawai,"Kampung Belawai, Tanjung Manis, Sarawak",1,,
2016.0,17/10,17/10/2016,Sarawak,Tanjung Manis,Kampung Rajang,"Kampung Rajang, Tanjung Manis, Sarawak",1,,
2016.0,1/12,1/12/2016,Sarawak,Tatau,SK. Kuala Muput,"SK. Kuala Muput, Tatau, Sarawak",1,,
2016.0,9/1,9/1/2016,Sarawak,Marudi,Kpg. Long Loyang,"Kpg. Long Loyang, Marudi, Sarawak",1,,
2016.0,11/1,11/1/2016,Sarawak,Marudi,Kpg. Long Jegan,"Kpg. Long Jegan, Marudi, Sarawak",1,,
2016.0,11/1,11/1/2016,Sarawak,Marudi,Kpg . Long Jegan,"Kpg . Long Jegan, Marudi, Sarawak",1,,
2016.0,11/1,11/1/2016,Sarawak,Marudi,Kpg. Long Teran,"Kpg. Long Teran, Marudi, Sarawak",1,,
2016.0,3/6,3/6/2016,Sarawak,Marudi,Kpg. Long Bemang,"Kpg. Long Bemang, Marudi, Sarawak",1,,
2016.0,19/11,19/11/2016,Sarawak,Marudi,Long Panai,"Long Panai, Marudi, Sarawak",1,3.9448296,114.5381668
2016.0,1/6,1/6/2016,Sarawak,Lawas,Kampung Ahmad Takong,"Kampung Ahmad Takong, Lawas, Sarawak",1,,
2016.0,13/6,13/6/2016,Sarawak,Limbang,Rumah Tanggai Lubai,"Rumah Tanggai Lubai, Limbang, Sarawak",1,,
2016.0,8/9,8/9/2016,Sarawak,Lawas,Kampung Tanah Sibagol,"Kampung Tanah Sibagol, Lawas, Sarawak",1,,
2016.0,8/9,8/9/2016,Sarawak,Lawas,Kampung Undop,"Kampung Undop, Lawas, Sarawak",1,,
2016.0,8/9,8/9/2016,Sarawak,Lawas,Kampung Limpaki,"Kampung Limpaki, Lawas, Sarawak",1,,
2016.0,8/9,8/9/2016,Sarawak,Lawas,Kampung Munchu,"Kampung Munchu, Lawas, Sarawak",1,,
2016.0,8/9,8/9/2016,Sarawak,Lawas,Kampung Bukit Puan,"Kampung Bukit Puan, Lawas, Sarawak",1,,
2016.0,8/9,8/9/2016,Sarawak,Lawas,Stesen Minyak Shell,"Stesen Minyak Shell, Lawas, Sarawak",1,,
2016.0,8/9,8/9/2016,Sarawak,Lawas,Kawasan Tamu,"Kawasan Tamu, Lawas, Sarawak",1,,
2016.0,29/10,29/10/2016,Sarawak,Limbang,"Rumah Assan, Semena","Rumah Assan, Semena, Limbang, Sarawak",1,,
2016.0,29/10,29/10/2016,Sarawak,Limbang,Jalan Penghubung ke Rh. Assan,"Jalan Penghubung ke Rh. Assan, Limbang, Sarawak",1,,
2016.0,29/10,29/10/2016,Sarawak,Limbang,Kampung Betty,"Kampung Betty, Limbang, Sarawak",1,,
2016.0,12/11,12/11/2016,Sarawak,Lawas,Jalan Lawas Damit,"Jalan Lawas Damit, Lawas, Sarawak",1,4.8588182,115.407691
2016.0,12/11,12/11/2016,Sarawak,Lawas,Kampung Peruan,"Kampung Peruan, Lawas, Sarawak",1,,
2016.0,12/11,12/11/2016,Sarawak,Lawas,Kampung Lg. Tuma,"Kampung Lg. Tuma, Lawas, Sarawak",1,,
2016.0,18/11,18/11/2016,Sarawak,Limbang,"Rumah Assan, Semena","Rumah Assan, Semena, Limbang, Sarawak",1,,
2016.0,18/11,18/11/2016,Sarawak,Limbang,Jalan Penghubung ke Rh. Assan,"Jalan Penghubung ke Rh. Assan, Limbang, Sarawak",1,,
2016.0,18/11,18/11/2016,Sarawak,Limbang,Kampung Betty,"Kampung Betty, Limbang, Sarawak",1,,
2016.0,27/11,27/11/2016,Sarawak,Lawas,Kampung Siang-Siang,"Kampung Siang-Siang, Lawas, Sarawak",1,4.8216588,115.2945125
2016.0,21/12,21/12/2016,Sarawak,Limbang,Taman Happy,"Taman Happy, Limbang, Sarawak",1,4.735817,114.9996776
2016.0,21/12,21/12/2016,Sarawak,Limbang,Jalan Kubong,"Jalan Kubong, Limbang, Sarawak",1,4.7413344,115.0031611
2016.0,18/3,18/3/2016,Selangor,Gombak,Jalan Maxwell,"Jalan Maxwell, Gombak, Selangor",1,3.3211814,101.5757862
2016.0,18/3,18/3/2016,Selangor,Gombak,Jaln Market,"Jaln Market, Gombak, Selangor",1,,
2016.0,18/3,18/3/2016,Selangor,Gombak,Mukim Rawang,"Mukim Rawang, Gombak, Selangor",1,,
2016.0,5/4,5/4/2016,Selangor,Gombak,Jalan Maxwell,"Jalan Maxwell, Gombak, Selangor",1,3.3211814,101.5757862
2016.0,5/4,5/4/2016,Selangor,Gombak,Jaln Market,"Jaln Market, Gombak, Selangor",1,,
2016.0,5/4,5/4/2016,Selangor,Gombak,Mukim Rawang,"Mukim Rawang, Gombak, Selangor",1,,
2016.0,7/5,7/5/2016,Selangor,Gombak,"Blok 26 Green Valley, Mukim Rawang","Blok 26 Green Valley, Mukim Rawang, Gombak, Selangor",1,,
2016.0,10/5,10/5/2016,Selangor,Gombak,Kg. Damai,"Kg. Damai, Gombak, Selangor",1,3.2502586,101.6917387
2016.0,10/5,10/5/2016,Selangor,Gombak,Kuang,"Kuang, Gombak, Selangor",1,3.2582621,101.55467857628948
2016.0,1/6,1/6/2016,Selangor,Gombak,Kampung Pasir,"Kampung Pasir, Gombak, Selangor",1,3.3980687,101.67184810415063
2016.0,11/6,11/6/2016,Selangor,Gombak,Kampung Klang Gate,"Kampung Klang Gate, Gombak, Selangor",1,3.22025035,101.73963525988525
2016.0,22/6,22/6/2016,Selangor,Gombak,Hulu Klang,"Hulu Klang, Gombak, Selangor",1,3.209928,101.7608508
2016.0,15/6,15/6/2016,Selangor,Gombak,Bandar Baru Kundang,"Bandar Baru Kundang, Gombak, Selangor",1,3.285231,101.5123033321855
2016.0,15/6,15/6/2016,Selangor,Gombak,Kampung Melayu Sungai Buluh,"Kampung Melayu Sungai Buluh, Gombak, Selangor",1,,
2016.0,15/6,15/6/2016,Selangor,Gombak,Taman Rahmat Jaya,"Taman Rahmat Jaya, Gombak, Selangor",1,3.2630811,101.52501032746468
2016.0,13/7,13/7/2016,Selangor,Gombak,Sekolah Kebangsaan Hulu Klang,"Sekolah Kebangsaan Hulu Klang, Gombak, Selangor",1,3.1481176499999997,101.76324684749554
2016.0,16/7,16/7/2016,Selangor,Gombak,"Taman Selayang Sejati, Mukim Batu","Taman Selayang Sejati, Mukim Batu, Gombak, Selangor",1,,
2016.0,16/7,16/7/2016,Selangor,Gombak,Kg. Bukit Langgong,"Kg. Bukit Langgong, Gombak, Selangor",1,,
2016.0,16/7,16/7/2016,Selangor,Gombak,Kampung Melayu Sungai Buluh,"Kampung Melayu Sungai Buluh, Gombak, Selangor",1,,
2016.0,30/8,30/8/2016,Selangor,Gombak,SK 1 Taman Selayang,"SK 1 Taman Selayang, Gombak, Selangor",1,3.2403629499999997,101.67283714295273
2016.0,17/1,17/1/2016,Selangor,Hulu Langat,Taman Bukit Sekawan,"Taman Bukit Sekawan, Hulu Langat, Selangor",1,,
2016.0,17/1,17/1/2016,Selangor,Hulu Langat,Jalan Kuari Sungai Serai/Sungai Long,"Jalan Kuari Sungai Serai/Sungai Long, Hulu Langat, Selangor",1,,
2016.0,28/1,28/1/2016,Selangor,Hulu Langat,Pekan Kajang,"Pekan Kajang, Hulu Langat, Selangor",1,2.9916528500000004,101.79078474378895
2016.0,20/3,20/3/2016,Selangor,Hulu Langat,Pasar Basah Pekan Kajang,"Pasar Basah Pekan Kajang, Hulu Langat, Selangor",1,,
2016.0,30/4,30/4/2016,Selangor,Hulu Langat,Kg. Baru Balakong,"Kg. Baru Balakong, Hulu Langat, Selangor",1,3.0279001,101.7476233
2016.0,7/5,7/5/2016,Selangor,Hulu Langat,Jalan Reko & Kg. Sg Tangkas Kajang,"Jalan Reko & Kg. Sg Tangkas Kajang, Hulu Langat, Selangor",1,2.9461974,101.7858686
2016.0,7/5,7/5/2016,Selangor,Hulu Langat,Pekan Kajang,"Pekan Kajang, Hulu Langat, Selangor",1,2.9916528500000004,101.79078474378895
2016.0,7/5,7/5/2016,Selangor,Hulu Langat,"Kg. Rinching Hulu, Beranang","Kg. Rinching Hulu, Beranang, Hulu Langat, Selangor",1,,
2016.0,7/5,7/5/2016,Selangor,Hulu Langat,"Kg. Sungai Machang, Beranang","Kg. Sungai Machang, Beranang, Hulu Langat, Selangor",1,,
2016.0,8/5,8/5/2016,Selangor,Hulu Langat,Pekan Kajang,"Pekan Kajang, Hulu Langat, Selangor",1,2.9916528500000004,101.79078474378895
2016.0,8/5,8/5/2016,Selangor,Hulu Langat,Klinik Kesihatan Kajang,"Klinik Kesihatan Kajang, Hulu Langat, Selangor",1,2.9787189,101.8254842431808
2016.0,8/5,8/5/2016,Selangor,Hulu Langat,Taman Semenyih Indah,"Taman Semenyih Indah, Hulu Langat, Selangor",1,,
2016.0,11/5,11/5/2016,Selangor,Hulu Langat,Kg. Sg. Tangkas Kajang,"Kg. Sg. Tangkas Kajang, Hulu Langat, Selangor",1,2.9480248,101.7899671
2016.0,11/5,11/5/2016,Selangor,Hulu Langat,Kampung Sungai Serai,"Kampung Sungai Serai, Hulu Langat, Selangor",1,3.0922825,101.7937339
2016.0,11/5,11/5/2016,Selangor,Hulu Langat,Taman Semenyih Indah,"Taman Semenyih Indah, Hulu Langat, Selangor",1,,
2016.0,14/6,14/6/2016,Selangor,Hulu Langat,Kampung Sungai Jemeh,"Kampung Sungai Jemeh, Hulu Langat, Selangor",1,,
2016.0,1/6,1/6/2016,Selangor,Hulu Langat,Kampung Batu 10 Cheras,"Kampung Batu 10 Cheras, Hulu Langat, Selangor",1,3.0600599,101.7763751
2016.0,1/6,1/6/2016,Selangor,Hulu Langat,Kampung Sungai Serai,"Kampung Sungai Serai, Hulu Langat, Selangor",1,3.0922825,101.7937339
2016.0,3/6,3/6/2016,Selangor,Hulu Langat,"Kampung Pasir, Semenyih","Kampung Pasir, Semenyih, Hulu Langat, Selangor",1,,
2016.0,9/6,9/6/2016,Selangor,Hulu Langat,"Kampung Sungai Jemeh, Kajang","Kampung Sungai Jemeh, Kajang, Hulu Langat, Selangor",1,,
2016.0,9/6,9/6/2016,Selangor,Hulu Langat,Kampung Sungai Kantan,"Kampung Sungai Kantan, Hulu Langat, Selangor",1,,
2016.0,9/6,9/6/2016,Selangor,Hulu Langat,Taman Muhibbah,"Taman Muhibbah, Hulu Langat, Selangor",1,2.99513535,101.77789958710996
2016.0,9/6,9/6/2016,Selangor,Hulu Langat,"Kg. Sri Jambu, Kajang","Kg. Sri Jambu, Kajang, Hulu Langat, Selangor",1,2.9927576,101.7843292
2016.0,21/7,21/7/2016,Selangor,Hulu Langat,Kampung Sungai Raya,"Kampung Sungai Raya, Hulu Langat, Selangor",1,3.0689462,101.76856493858872
2016.0,21/7,21/7/2016,Selangor,Hulu Langat,Batu 9 Cheras,"Batu 9 Cheras, Hulu Langat, Selangor",1,3.07217395,101.7693169416203
2016.0,11/8,11/8/2016,Selangor,Hulu Langat,Jalan Desa Nanding,"Jalan Desa Nanding, Hulu Langat, Selangor",1,,
2016.0,11/8,11/8/2016,Selangor,Hulu Langat,Kampung Dusun Nanding,"Kampung Dusun Nanding, Hulu Langat, Selangor",1,,
2016.0,11/8,11/8/2016,Selangor,Hulu Selangor,Kampung Sungai Nilam,"Kampung Sungai Nilam, Hulu Selangor, Selangor",1,,
2016.0,11/8,11/8/2016,Selangor,Hulu Selangor,Kampung Sekolah Mukim Hulu Bernam,"Kampung Sekolah Mukim Hulu Bernam, Hulu Selangor, Selangor",1,,
2016.0,22/12,22/12/2016,Selangor,Hulu Selangor,Kampung Sungai Nilam,"Kampung Sungai Nilam, Hulu Selangor, Selangor",1,,
2016.0,22/12,22/12/2016,Selangor,Hulu Selangor,Kampung Sekolah Mukim Hulu Bernam,"Kampung Sekolah Mukim Hulu Bernam, Hulu Selangor, Selangor",1,,
2016.0,1/9,1/9/2016,Selangor,Hulu Selangor,"Kampung Sekolah , Batangkali","Kampung Sekolah , Batangkali, Hulu Selangor, Selangor",1,,
2016.0,1/9,1/9/2016,Selangor,Hulu Selangor,Kampung Sentosa,"Kampung Sentosa, Hulu Selangor, Selangor",1,2.9455939000000004,101.84916636561465
2016.0,1/9,1/9/2016,Selangor,Hulu Selangor,"Taman Seri Cahaya, Batangkali","Taman Seri Cahaya, Batangkali, Hulu Selangor, Selangor",1,,
2016.0,13/2,13/2/2016,Selangor,Klang,Kampung Air Kuning,"Kampung Air Kuning, Klang, Selangor",1,,
2016.0,15/2,15/2/2016,Selangor,Klang,Taman Palm Grove,"Taman Palm Grove, Klang, Selangor",1,,
2016.0,15/2,15/2/2016,Selangor,Klang,Taman Chi Liung,"Taman Chi Liung, Klang, Selangor",1,3.0227411,101.4339133
2016.0,15/2,15/2/2016,Selangor,Klang,Taman Bayu Perdana,"Taman Bayu Perdana, Klang, Selangor",1,3.0169609,101.4358213
2016.0,15/2,15/2/2016,Selangor,Klang,Taman Petaling Indah,"Taman Petaling Indah, Klang, Selangor",1,3.0239345,101.4406287
2016.0,15/2,15/2/2016,Selangor,Klang,Kg. Delek,"Kg. Delek, Klang, Selangor",1,3.0309246,101.4028671
2016.0,23/2,23/2/2016,Selangor,Klang,Taman Maznah,"Taman Maznah, Klang, Selangor",1,,
2016.0,22/3,22/3/2016,Selangor,Klang,Sekolah Menengah Kebangsaan Tengku Ampuan Rahimah,"Sekolah Menengah Kebangsaan Tengku Ampuan Rahimah, Klang, Selangor",1,,
2016.0,11/4,11/4/2016,Selangor,Klang,Taman Maznah,"Taman Maznah, Klang, Selangor",1,,
2016.0,7/5,7/5/2016,Selangor,Klang,Kampung Batu Belah,"Kampung Batu Belah, Klang, Selangor",1,,
2016.0,7/5,7/5/2016,Selangor,Klang,Klang Utama,"Klang Utama, Klang, Selangor",1,3.08629425,101.41889095437554
2016.0,7/5,7/5/2016,Selangor,Klang,Jalan Bakti Kampung Rantau Panjang,"Jalan Bakti Kampung Rantau Panjang, Klang, Selangor",1,3.065224,101.4231616
2016.0,7/5,7/5/2016,Selangor,Klang,Kampung Batu 4,"Kampung Batu 4, Klang, Selangor",1,2.9721446,101.5268316
2016.0,7/5,7/5/2016,Selangor,Klang,Kampung Sungai Pinang,"Kampung Sungai Pinang, Klang, Selangor",1,2.9508315,101.3362111
2016.0,7/5,7/5/2016,Selangor,Klang,Kampung Bukit Kuda,"Kampung Bukit Kuda, Klang, Selangor",1,,
2016.0,7/5,7/5/2016,Selangor,Klang,Kampung Jawa,"Kampung Jawa, Klang, Selangor",1,3.025968,101.479805
2016.0,7/5,7/5/2016,Selangor,Klang,Kampung Padang Jawa,"Kampung Padang Jawa, Klang, Selangor",1,,
2016.0,7/5,7/5/2016,Selangor,Klang,Taman Maznah,"Taman Maznah, Klang, Selangor",1,,
2016.0,7/5,7/5/2016,Selangor,Klang,Taman Melawis,"Taman Melawis, Klang, Selangor",1,,
2016.0,7/5,7/5/2016,Selangor,Klang,Taman Seri Muda,"Taman Seri Muda, Klang, Selangor",1,,
2016.0,15/5,15/5/2016,Selangor,Klang,Sekolah Menengah Kebangsaan Tengku Ampuan Rahimah,"Sekolah Menengah Kebangsaan Tengku Ampuan Rahimah, Klang, Selangor",1,,
2016.0,15/5,15/5/2016,Selangor,Klang,Hospital Tengku Ampuan Rahimah,"Hospital Tengku Ampuan Rahimah, Klang, Selangor",1,3.02108915,101.43946366923309
2016.0,15/5,15/5/2016,Selangor,Klang,Pekan Pandamaran,"Pekan Pandamaran, Klang, Selangor",1,,
2016.0,15/5,15/5/2016,Selangor,Klang,Kampung Sungai Udang,"Kampung Sungai Udang, Klang, Selangor",1,,
2016.0,15/5,15/5/2016,Selangor,Klang,Taman Melawis,"Taman Melawis, Klang, Selangor",1,,
2016.0,15/6,15/6/2016,Selangor,Klang,Taman Klang Utama,"Taman Klang Utama, Klang, Selangor",1,3.08629425,101.41889095437554
2016.0,16/7,16/7/2016,Selangor,Klang,Taman Eng Ann,"Taman Eng Ann, Klang, Selangor",1,3.058239,101.4600117
2016.0,16/7,16/7/2016,Selangor,Klang,Barkeley,"Barkeley, Klang, Selangor",1,,
2016.0,16/7,16/7/2016,Selangor,Klang,Bayu Perdana,"Bayu Perdana, Klang, Selangor",1,3.0169609,101.4358213
2016.0,16/7,16/7/2016,Selangor,Klang,Taman Maznah,"Taman Maznah, Klang, Selangor",1,,
2016.0,16/7,16/7/2016,Selangor,Klang,Taman Sentosa,"Taman Sentosa, Klang, Selangor",1,3.0092194,101.4675818
2016.0,16/7,16/7/2016,Selangor,Klang,Kampung Jawa,"Kampung Jawa, Klang, Selangor",1,3.025968,101.479805
